Flow ID	 Source IP	 Source Port	 Destination IP	 Destination Port	 Protocol	 Timestamp	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length_1	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
192.168.10.3-192.168.10.12-389-56568-6	192.168.10.12	56568	192.168.10.3	389	6	03.07.2017 08:58	1	2	0	39.0	0.0	39.0	0.0	19.maj	27.577164466275352	0	0	0	0	3.9E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	64	0	2000000.0	0.0	0.0	39.0	26.0	22.516660498395403	507.0	0	1	0	0	1	0	0	0	0.0	39.0	19.maj	0.0	64	0	0	0	0	0	0	2	39	0	0	245	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
8.0.6.4-8.6.0.1-0-0-0	8.6.0.1	0	8.0.6.4	0	0	03.07.2017 08:56	119719148	231	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	1.9295159033373674	520518.03478260874	2274525.8104368895	2.0694308E7	0.0	1.19719148E8	520518.03478260874	2274525.8104368895	2.0694308E7	0.0	0	0	0	0	0	0	0	0	0	0	0	1.9295159033373674	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	231	0	0	0	-1	-1	0	0	8721243.6	8761761.258056784	2.2509459E7	17.0	1.2685486E7	5296658.0964223845	2.0694308E7	6499982.0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	8	7	0	192.0	0.0	31.0	6.0	27.428571428571427	9.44911182523068	0	0	0	0	2.4E7	875000.0	1.3333333333333333	1.3662601021279464	4.0	0.0	8.0	1.3333333333333333	1.3662601021279464	4.0	0.0	0	0	0	0	0	1	0	0	0	140	0	875000.0	0.0	6.0	31.0	27.875	8.838834764831844	78.125	0	1	0	0	1	0	0	0	0.0	31.857142857142858	27.428571428571427	0.0	140	0	0	0	0	0	0	7	192	0	0	1013	-1	6	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	1	2	0	37.0	0.0	31.0	6.0	18.maj	17.67766952966369	0	0	0	0	3.7E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	40	0	2000000.0	0.0	6.0	31.0	22.666666666666664	14.433756729740644	208.33333333333334	0	1	0	0	1	0	0	0	0.0	34.0	18.maj	0.0	40	0	0	0	0	0	0	2	37	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	1	2	0	37.0	0.0	31.0	6.0	18.maj	17.67766952966369	0	0	0	0	3.7E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	40	0	2000000.0	0.0	6.0	31.0	22.666666666666664	14.433756729740644	208.33333333333334	0	1	0	0	1	0	0	0	0.0	34.0	18.maj	0.0	40	0	0	0	0	0	0	2	37	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	0	2	0	37.0	0.0	31.0	6.0	18.maj	17.67766952966369	0	0	0	0	Infinity	Infinity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	40	0	0.0	0.0	6.0	31.0	22.666666666666664	14.433756729740644	208.33333333333334	0	1	0	0	1	0	0	0	0.0	34.0	18.maj	0.0	40	0	0	0	0	0	0	2	37	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	1	2	0	37.0	0.0	31.0	6.0	18.maj	17.67766952966369	0	0	0	0	3.7E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	40	0	2000000.0	0.0	6.0	31.0	22.666666666666664	14.433756729740644	208.33333333333334	0	1	0	0	1	0	0	0	0.0	34.0	18.maj	0.0	40	0	0	0	0	0	0	2	37	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	1	2	0	37.0	0.0	31.0	6.0	18.maj	17.67766952966369	0	0	0	0	3.7E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	40	0	2000000.0	0.0	6.0	31.0	22.666666666666664	14.433756729740644	208.33333333333334	0	1	0	0	1	0	0	0	0.0	34.0	18.maj	0.0	40	0	0	0	0	0	0	2	37	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	0	2	0	37.0	0.0	31.0	6.0	18.maj	17.67766952966369	0	0	0	0	Infinity	Infinity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	40	0	0.0	0.0	6.0	31.0	22.666666666666664	14.433756729740644	208.33333333333334	0	1	0	0	1	0	0	0	0.0	34.0	18.maj	0.0	40	0	0	0	0	0	0	2	37	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-104.97.95.20-49478-443-6	104.97.95.20	443	192.168.10.14	49478	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.217.36.24-49480-443-6	23.217.36.24	443	192.168.10.14	49480	6	03.07.2017 08:58	12	13	0	378.0	0.0	31.0	6.0	29.076923076923077	6.933752452815364	0	0	0	0	3.15E7	1083333.3333333333	1.0	0.7385489458759964	3.0	0.0	12.0	1.0	0.7385489458759964	3.0	0.0	0	0	0	0	0	1	0	0	0	260	0	1083333.3333333333	0.0	6.0	31.0	29.214285714285715	6.68153104781061	44.642857142857146	0	1	0	0	1	0	0	0	0.0	31.46153846153846	29.076923076923077	0.0	260	0	0	0	0	0	0	13	378	0	0	1013	-1	12	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.217.36.24-49480-443-6	23.217.36.24	443	192.168.10.14	49480	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.217.36.24-49480-443-6	23.217.36.24	443	192.168.10.14	49480	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.217.36.24-49480-443-6	23.217.36.24	443	192.168.10.14	49480	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.217.36.24-49480-443-6	23.217.36.24	443	192.168.10.14	49480	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.217.36.24-49480-443-6	23.217.36.24	443	192.168.10.14	49480	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	1013	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	4	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	3000000.0	500000.0	4.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	4.0	0	0	0	0	0	0	0	0	0	40	0	500000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	0	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	Infinity	Infinity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	40	0	0.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	3	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	4000000.0	666666.6666666666	3.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0	0	0	0	0	0	0	0	0	40	0	666666.6666666666	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	0	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	Infinity	Infinity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	40	0	0.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	3	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	4000000.0	666666.6666666666	3.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0	0	0	0	0	0	0	0	0	40	0	666666.6666666666	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	0	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	Infinity	Infinity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	40	0	0.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	0	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	Infinity	Infinity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	40	0	0.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	4	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	3000000.0	500000.0	4.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	4.0	0	0	0	0	0	0	0	0	0	40	0	500000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	4	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	3000000.0	500000.0	4.0	0.0	4.0	4.0	4.0	4.0	0.0	4.0	4.0	0	0	0	0	0	0	0	0	0	40	0	500000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	0	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	Infinity	Infinity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	40	0	0.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.14-23.50.69.163-49488-80-6	23.50.69.163	80	192.168.10.14	49488	6	03.07.2017 08:58	1	2	0	12.0	0.0	6.0	6.0	6.0	0.0	0	0	0	0	1.2E7	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	0	0	0	0	40	0	2000000.0	0.0	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	0.0	9.0	6.0	0.0	40	0	0	0	0	0	0	2	12	0	0	913	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
